name|label|concept
B12006_027|estimate, total, separated, male, in labor force, employed or in armed forces|marital status by sex by labor force participation
B12006_028|estimate, total, separated, male, in labor force, unemployed|marital status by sex by labor force participation
B12006_029|estimate, total, separated, male, not in labor force|marital status by sex by labor force participation
B12006_030|estimate, total, separated, female|marital status by sex by labor force participation
B12006_031|estimate, total, separated, female, in labor force|marital status by sex by labor force participation
B12006_032|estimate, total, separated, female, in labor force, employed or in armed forces|marital status by sex by labor force participation
B12006_033|estimate, total, separated, female, in labor force, unemployed|marital status by sex by labor force participation
B12006_034|estimate, total, separated, female, not in labor force|marital status by sex by labor force participation
B12006_035|estimate, total, widowed|marital status by sex by labor force participation
B12006_036|estimate, total, widowed, male|marital status by sex by labor force participation
B12006_037|estimate, total, widowed, male, in labor force|marital status by sex by labor force participation
B12006_038|estimate, total, widowed, male, in labor force, employed or in armed forces|marital status by sex by labor force participation
B12006_039|estimate, total, widowed, male, in labor force, unemployed|marital status by sex by labor force participation
B12006_040|estimate, total, widowed, male, not in labor force|marital status by sex by labor force participation
B12006_041|estimate, total, widowed, female|marital status by sex by labor force participation
B12006_042|estimate, total, widowed, female, in labor force|marital status by sex by labor force participation
B12006_043|estimate, total, widowed, female, in labor force, employed or in armed forces|marital status by sex by labor force participation
B12006_044|estimate, total, widowed, female, in labor force, unemployed|marital status by sex by labor force participation
B12006_045|estimate, total, widowed, female, not in labor force|marital status by sex by labor force participation
B12006_046|estimate, total, divorced|marital status by sex by labor force participation
B12006_047|estimate, total, divorced, male|marital status by sex by labor force participation
B12006_048|estimate, total, divorced, male, in labor force|marital status by sex by labor force participation
B12006_049|estimate, total, divorced, male, in labor force, employed or in armed forces|marital status by sex by labor force participation
B12006_050|estimate, total, divorced, male, in labor force, unemployed|marital status by sex by labor force participation
B12006_051|estimate, total, divorced, male, not in labor force|marital status by sex by labor force participation
B12006_052|estimate, total, divorced, female|marital status by sex by labor force participation
B12006_053|estimate, total, divorced, female, in labor force|marital status by sex by labor force participation
B12006_054|estimate, total, divorced, female, in labor force, employed or in armed forces|marital status by sex by labor force participation
B12006_055|estimate, total, divorced, female, in labor force, unemployed|marital status by sex by labor force participation
B12006_056|estimate, total, divorced, female, not in labor force|marital status by sex by labor force participation
B12007_001|estimate, median age at first marriage --, male|median age at first marriage
B12007_002|estimate, median age at first marriage --, female|median age at first marriage
B12501_001|estimate, total|marriages in the last year by sex by marital status for the population 15 years and over
B12501_002|estimate, total, male|marriages in the last year by sex by marital status for the population 15 years and over
B12501_003|estimate, total, male, never married|marriages in the last year by sex by marital status for the population 15 years and over
B12501_004|estimate, total, male, ever married|marriages in the last year by sex by marital status for the population 15 years and over
B12501_005|estimate, total, male, ever married, married last year|marriages in the last year by sex by marital status for the population 15 years and over
B12501_006|estimate, total, male, ever married, not married last year|marriages in the last year by sex by marital status for the population 15 years and over
B12501_007|estimate, total, female|marriages in the last year by sex by marital status for the population 15 years and over
B12501_008|estimate, total, female, never married|marriages in the last year by sex by marital status for the population 15 years and over
B12501_009|estimate, total, female, ever married|marriages in the last year by sex by marital status for the population 15 years and over
B12501_010|estimate, total, female, ever married, married last year|marriages in the last year by sex by marital status for the population 15 years and over
B12501_011|estimate, total, female, ever married, not married last year|marriages in the last year by sex by marital status for the population 15 years and over
B12502_001|estimate, total|marriages ending in widowhood in the last year by sex by marital status for the population 15 years and over
B12502_002|estimate, total, male|marriages ending in widowhood in the last year by sex by marital status for the population 15 years and over
B12502_003|estimate, total, male, never married|marriages ending in widowhood in the last year by sex by marital status for the population 15 years and over
B12502_004|estimate, total, male, ever married|marriages ending in widowhood in the last year by sex by marital status for the population 15 years and over
B12502_005|estimate, total, male, ever married, widowed last year|marriages ending in widowhood in the last year by sex by marital status for the population 15 years and over
B12502_006|estimate, total, male, ever married, not widowed last year|marriages ending in widowhood in the last year by sex by marital status for the population 15 years and over
B12502_007|estimate, total, female|marriages ending in widowhood in the last year by sex by marital status for the population 15 years and over
B12502_008|estimate, total, female, never married|marriages ending in widowhood in the last year by sex by marital status for the population 15 years and over
B12502_009|estimate, total, female, ever married|marriages ending in widowhood in the last year by sex by marital status for the population 15 years and over
B12502_010|estimate, total, female, ever married, widowed last year|marriages ending in widowhood in the last year by sex by marital status for the population 15 years and over
B12502_011|estimate, total, female, ever married, not widowed last year|marriages ending in widowhood in the last year by sex by marital status for the population 15 years and over
B12503_001|estimate, total|divorces in the last year by sex by marital status for the population 15 years and over
B12503_002|estimate, total, male|divorces in the last year by sex by marital status for the population 15 years and over
B12503_003|estimate, total, male, never married|divorces in the last year by sex by marital status for the population 15 years and over
B12503_004|estimate, total, male, ever married|divorces in the last year by sex by marital status for the population 15 years and over
B12503_005|estimate, total, male, ever married, divorced last year|divorces in the last year by sex by marital status for the population 15 years and over
B12503_006|estimate, total, male, ever married, not divorced last year|divorces in the last year by sex by marital status for the population 15 years and over
B12503_007|estimate, total, female|divorces in the last year by sex by marital status for the population 15 years and over
B12503_008|estimate, total, female, never married|divorces in the last year by sex by marital status for the population 15 years and over
B12503_009|estimate, total, female, ever married|divorces in the last year by sex by marital status for the population 15 years and over
B12503_010|estimate, total, female, ever married, divorced last year|divorces in the last year by sex by marital status for the population 15 years and over
B12503_011|estimate, total, female, ever married, not divorced last year|divorces in the last year by sex by marital status for the population 15 years and over
B12504_001|estimate, total|median duration of current marriage in years by sex by marital status for the married population 15 years and over
B12504_002|estimate, total, male|median duration of current marriage in years by sex by marital status for the married population 15 years and over
B12504_003|estimate, total, male, married, spouse present|median duration of current marriage in years by sex by marital status for the married population 15 years and over
B12504_004|estimate, total, male, married, spouse absent|median duration of current marriage in years by sex by marital status for the married population 15 years and over
B12504_005|estimate, total, male, separated|median duration of current marriage in years by sex by marital status for the married population 15 years and over
B12504_006|estimate, total, female|median duration of current marriage in years by sex by marital status for the married population 15 years and over
B12504_007|estimate, total, female, married, spouse present|median duration of current marriage in years by sex by marital status for the married population 15 years and over
B12504_008|estimate, total, female, married, spouse absent|median duration of current marriage in years by sex by marital status for the married population 15 years and over
B12504_009|estimate, total, female, separated|median duration of current marriage in years by sex by marital status for the married population 15 years and over
B12505_001|estimate, total|number of times married by sex by marital status for the population 15 years and over
B12505_002|estimate, total, male|number of times married by sex by marital status for the population 15 years and over
B12505_003|estimate, total, male, never married|number of times married by sex by marital status for the population 15 years and over
B12505_004|estimate, total, male, ever married|number of times married by sex by marital status for the population 15 years and over
B12505_005|estimate, total, male, ever married, once|number of times married by sex by marital status for the population 15 years and over
B12505_006|estimate, total, male, ever married, two times|number of times married by sex by marital status for the population 15 years and over
B12505_007|estimate, total, male, ever married, three or more times|number of times married by sex by marital status for the population 15 years and over
B12505_008|estimate, total, female|number of times married by sex by marital status for the population 15 years and over
B12505_009|estimate, total, female, never married|number of times married by sex by marital status for the population 15 years and over
B12505_010|estimate, total, female, ever married|number of times married by sex by marital status for the population 15 years and over
B12505_011|estimate, total, female, ever married, once|number of times married by sex by marital status for the population 15 years and over
B12505_012|estimate, total, female, ever married, two times|number of times married by sex by marital status for the population 15 years and over
B12505_013|estimate, total, female, ever married, three or more times|number of times married by sex by marital status for the population 15 years and over
B13002_001|estimate, total|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_002|estimate, total, women who had a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_003|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_004|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), 15 to 19 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_005|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), 20 to 34 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_006|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), 35 to 50 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_007|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed, and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_008|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed, and divorced), 15 to 19 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_009|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed, and divorced), 20 to 34 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_010|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed, and divorced), 35 to 50 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_011|estimate, total, women who did not have a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_012|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_013|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), 15 to 19 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_014|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), 20 to 34 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_015|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), 35 to 50 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_016|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed, and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_017|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed, and divorced), 15 to 19 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_018|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed, and divorced), 20 to 34 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13002_019|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed, and divorced), 35 to 50 years old|women 15 to 50 years who had a birth in the past 12 months by marital status and age
B13004_001|estimate, total|women 15 to 50 years who had a birth in the past 12 months by marital status and presence of unmarried partner
B13004_002|estimate, total, women who had a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and presence of unmarried partner
B13004_003|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and presence of unmarried partner
B13004_004|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and presence of unmarried partner
B13004_005|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), partner in an unmarried partner household|women 15 to 50 years who had a birth in the past 12 months by marital status and presence of unmarried partner
B13004_006|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), not an unmarried partner|women 15 to 50 years who had a birth in the past 12 months by marital status and presence of unmarried partner
B13004_007|estimate, total, women who did not have a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and presence of unmarried partner
B13004_008|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and presence of unmarried partner
B13004_009|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and presence of unmarried partner
B13004_010|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), partner in an unmarried partner household|women 15 to 50 years who had a birth in the past 12 months by marital status and presence of unmarried partner
B13004_011|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), not an unmarried partner|women 15 to 50 years who had a birth in the past 12 months by marital status and presence of unmarried partner
B13008_001|estimate, total|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_002|estimate, total, women who had a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_003|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_004|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), native|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_005|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), foreign born|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_006|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_007|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), native|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_008|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), foreign born|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_009|estimate, total, women who did not have a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_010|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_011|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), native|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_012|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), foreign born|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_013|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_014|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), native|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13008_015|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), foreign born|women 15 to 50 years who had a birth in the past 12 months by marital status and nativity
B13010_001|estimate, total|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_002|estimate, total, women who had a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_003|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_004|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), below 100 percent of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_005|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), 100 to 199 percent of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_006|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), 200 percent or more of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_007|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_008|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), below 100 percent of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_009|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), 100 to 199 percent of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_010|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), 200 percent or more of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_011|estimate, total, women who did not have a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_012|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_013|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), below 100 percent of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_014|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), 100 to 199 percent of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_015|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), 200 percent or more of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_016|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_017|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), below 100 percent of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_018|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), 100 to 199 percent of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13010_019|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), 200 percent or more of poverty level in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and poverty status in the past 12 months
B13012_001|estimate, total|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_002|estimate, total, women who had a birth in the past 12 months|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_003|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent)|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_004|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), in labor force|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_005|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), not in labor force|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_006|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_007|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), in labor force|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_008|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), not in labor force|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_009|estimate, total, women who did not have a birth in the past 12 months|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_010|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent)|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_011|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), in labor force|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_012|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), not in labor force|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_013|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_014|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), in labor force|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13012_015|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), not in labor force|women 16 to 50 years who had a birth in the past 12 months by marital status and labor force status
B13014_001|estimate, total|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_002|estimate, total, women who had a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_003|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_004|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), less than high school graduate|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_005|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), high school graduate (includes equivalency)|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_006|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), some college or associate's degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_007|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), bachelor's degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_008|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), graduate or professional degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_009|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_010|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), less than high school graduate|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_011|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), high school graduate (includes equivalency)|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_012|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), some college or associate's degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_013|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), bachelor's degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_014|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), graduate or professional degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_015|estimate, total, women who did not have a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_016|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_017|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), less than high school graduate|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_018|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), high school graduate (includes equivalency)|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_019|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), some college or associate's degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_020|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), bachelor's degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_021|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), graduate or professional degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_022|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_023|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), less than high school graduate|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_024|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), high school graduate (includes equivalency)|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_025|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), some college or associate's degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_026|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), bachelor's degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13014_027|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), graduate or professional degree|women 15 to 50 years who had a birth in the past 12 months by marital status and educational attainment
B13015_001|estimate, total|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_002|estimate, total, women who had a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_003|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_004|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), received public assistance income|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_005|estimate, total, women who had a birth in the past 12 months, now married (including separated and spouse absent), did not receive public assistance income|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_006|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_007|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), received public assistance income|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_008|estimate, total, women who had a birth in the past 12 months, unmarried (never married, widowed and divorced), did not receive public assistance income|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_009|estimate, total, women who did not have a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_010|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent)|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_011|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), received public assistance income|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_012|estimate, total, women who did not have a birth in the past 12 months, now married (including separated and spouse absent), did not receive public assistance income|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_013|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced)|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_014|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), received public assistance income|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13015_015|estimate, total, women who did not have a birth in the past 12 months, unmarried (never married, widowed and divorced), did not receive public assistance income|women 15 to 50 years who had a birth in the past 12 months by marital status and receipt of public assistance income in the past 12 months
B13016_001|estimate, total|women 15 to 50 years who had a birth in the past 12 months by age
B13016_002|estimate, total, women who had a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by age
B13016_003|estimate, total, women who had a birth in the past 12 months, 15 to 19 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_004|estimate, total, women who had a birth in the past 12 months, 20 to 24 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_005|estimate, total, women who had a birth in the past 12 months, 25 to 29 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_006|estimate, total, women who had a birth in the past 12 months, 30 to 34 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_007|estimate, total, women who had a birth in the past 12 months, 35 to 39 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_008|estimate, total, women who had a birth in the past 12 months, 40 to 44 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_009|estimate, total, women who had a birth in the past 12 months, 45 to 50 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_010|estimate, total, women who did not have a birth in the past 12 months|women 15 to 50 years who had a birth in the past 12 months by age
B13016_011|estimate, total, women who did not have a birth in the past 12 months, 15 to 19 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_012|estimate, total, women who did not have a birth in the past 12 months, 20 to 24 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_013|estimate, total, women who did not have a birth in the past 12 months, 25 to 29 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_014|estimate, total, women who did not have a birth in the past 12 months, 30 to 34 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_015|estimate, total, women who did not have a birth in the past 12 months, 35 to 39 years old|women 15 to 50 years who had a birth in the past 12 months by age
B13016_016|estimate, total, women who did not have a birth in the past 12 months, 40 to 44 years old|women 15 to 50 years who had a birth in the past 12 months by age
